name,type,description,link,contact_email,status,discovered_date,drafted_date,notes
Grace to You / John MacArthur,blog,Reformed Bible teaching — articles and daily devotionals,https://www.gty.org/,,ready,2026-09-25,,
Navigators,blog,Discipleship ministry — Bible reading plans and spiritual growth resources,https://www.navigators.org/,,ready,2026-09-25,,
Scripture Union,blog,Bible engagement ministry — helping people encounter God through Scripture,https://scriptureunion.org/,,ready,2026-09-25,,
Bible Study Magazine,blog,Faithlife publication — Bible study methods and resources,https://www.biblestudymagazine.com/,,ready,2026-09-25,,
Walk Thru the Bible,blog,"Bible engagement ministry — events, devotionals, resources",https://www.walkthru.org/,,ready,2026-09-25,,
The Bible Recap,podcast,Tara-Leigh Cobble — daily podcast walking through the Bible chronologically,https://www.thebiblerecap.com/,,ready,2026-09-25,,
Theology in the Raw,podcast,Preston Sprinkle — honest theological conversations,https://www.prestonsprinkle.com/theology-in-the-raw,,ready,2026-09-25,,
The Holy Post,podcast,"Phil Vischer and Skye Jethani — faith, politics, culture",https://www.holypost.com/,,ready,2026-09-25,,
That Sounds Fun with Annie F. Downs,podcast,"Annie F. Downs — faith, fun, and finding God in everyday life",https://anniefdowns.com/podcast/,,ready,2026-09-25,,
Journeywomen Podcast,podcast,Hunter Beless — discipleship conversations for women who love Jesus,https://journeywomenpodcast.com/,,ready,2026-09-25,,
The Risen Motherhood Podcast,podcast,Emily Jensen and Laura Wifler — gospel hope for everyday motherhood,https://www.risenmotherhood.com/podcast,,ready,2026-09-25,,
Knowing Faith,podcast,"Jen Wilkin, JT English, Kyle Worley — theology for normal people",https://knowingfaithpodcast.com/,,ready,2026-09-25,,
Ask Pastor John,podcast,John Piper — answering listener questions from a biblical perspective,https://www.desiringgod.org/ask-pastor-john,,ready,2026-09-25,,
The Carey Nieuwhof Leadership Podcast,podcast,Carey Nieuwhof — leadership insights for church and culture leaders,https://careynieuwhof.com/podcast/,,ready,2026-09-25,,
Unashamed with Phil Robertson,podcast,"Duck Dynasty's Phil Robertson — faith, family, ducks, and Scripture",https://www.blazetv.com/shows/unashamed,,ready,2026-09-25,,
Dale Partridge,influencer,"Author, podcaster — biblical family and church planting content",https://www.instagram.com/dalepartridge/,,ready,2026-09-25,,
Jefferson Bethke,influencer,"Author of Jesus > Religion — spoken word, family, faith content",https://www.instagram.com/jeffersonbethke/,,ready,2026-09-25,,
Paul Washer,influencer,HeartCry Missionary Society — intense biblical preaching clips on social,https://www.instagram.com/paulwasher/,,ready,2026-09-25,,
Francis Chan,influencer,Author of Crazy Love — radical faith and church planting content,https://www.instagram.com/crazylove/,,ready,2026-09-25,,
Lecrae,influencer,"Christian hip-hop artist — massive crossover audience, faith content",https://www.instagram.com/lecrae/,,ready,2026-09-25,,
Sadie Robertson Huff,influencer,"Duck Dynasty family — Live Original, faith and young adult audience",https://www.instagram.com/legitsadierob/,,ready,2026-09-25,,
Matt Brown / Think Eternity,influencer,Evangelist and author — digital evangelism content,https://www.instagram.com/evangelistmattbrown/,,ready,2026-09-25,,
Trip Lee,influencer,"Christian rapper, author, pastor — Rise movement",https://www.instagram.com/triplee/,,ready,2026-09-25,,
Charisma Magazine,blog,Charismatic/Pentecostal Christian magazine — Spirit-led living,https://www.charismamag.com/,,ready,2026-09-25,,
Decision Magazine / Billy Graham,blog,Billy Graham Evangelistic Association — evangelism and discipleship,https://decisionmagazine.com/,,ready,2026-09-25,,
Sojourners,blog,Faith in action — social justice and Christian living,https://sojo.net/,,ready,2026-09-25,,
Premier Christianity,blog,"UK-based Christian magazine with global reach — news, interviews, reviews",https://www.premierchristianity.com/,,ready,2026-09-25,,
Outreach Magazine,blog,Church outreach and evangelism resources — pastor and leader audience,https://outreachmagazine.com/,,ready,2026-09-25,,
MinistryWatch,blog,Christian ministry transparency and accountability reporting,https://ministrywatch.com/,,ready,2026-09-25,,
Patheos,blog,Multi-faith platform with large Christian channel — blogs and commentary,https://www.patheos.com/,,ready,2026-09-25,,
K-LOVE,radio,Largest Christian radio network — positive and encouraging music and faith,https://www.klove.com/,,ready,2026-09-25,,
Air1,radio,"Alternative Christian radio — younger audience, worship music",https://www.air1.com/,,ready,2026-09-25,,
Moody Radio,radio,Moody Bible Institute radio network — Bible teaching and music,https://www.moodyradio.org/,,ready,2026-09-25,,
Focus on the Family,radio,Jim Daly — family-focused Christian ministry and broadcast,https://www.focusonthefamily.com/,,ready,2026-09-25,,
Family Life Today,radio,"Dave and Ann Wilson — marriage, family, and faith broadcast",https://www.familylife.com/,,ready,2026-09-25,,
Crossway,publisher,ESV Bible publisher — serious theological and devotional content,https://www.crossway.org/,,ready,2026-09-25,,
Tyndale House Publishers,publisher,NLT Bible publisher — broad Christian readership,https://www.tyndale.com/,,ready,2026-09-25,,
B&H Publishing,publisher,Lifeway Christian Resources imprint — Bible studies and books,https://www.bhpublishinggroup.com/,,ready,2026-09-25,,
Zondervan,publisher,NIV Bible publisher — HarperCollins Christian publishing,https://www.zondervan.com/,,ready,2026-09-25,,
Baker Books,publisher,Christian publisher — practical theology and living,https://bakerpublishinggroup.com/,,ready,2026-09-25,,
David C Cook,publisher,Christian publisher and ministry — discipleship resources,https://www.davidccook.org/,,ready,2026-09-25,,
BibleProject Classroom,blog,Free Bible education platform — visual Bible resources,https://bibleproject.com/classroom/,,ready,2026-09-25,,
Radical / David Platt,blog,David Platt ministry — radical faith and Bible study resources,https://radical.net/,,ready,2026-09-25,,
Compassion International Blog,blog,Christian child development ministry — faith and action blog,https://blog.compassion.com/,,ready,2026-09-25,,
RZIM / Ravi Zacharias International Ministries,blog,Christian apologetics and evangelism resources,https://www.rzim.org/,,ready,2026-09-25,,
Stand to Reason,blog,Greg Koukl — apologetics and tactical faith conversations,https://www.str.org/,,ready,2026-09-25,,
Cold Case Christianity,blog,J. Warner Wallace — detective's approach to Christian evidence,https://coldcasechristianity.com/,,ready,2026-09-25,,
Got Questions,blog,"Bible answers site — massive SEO reach, millions of monthly visitors",https://www.gotquestions.org/,,ready,2026-09-25,,
Open Bible,blog,Bible topic search and verse finder — Scripture engagement tool,https://www.openbible.info/,,ready,2026-09-25,,
Blue Letter Bible,blog,In-depth Bible study tools and resources — devotional community,https://www.blueletterbible.org/,,ready,2026-09-25,,
Bible Hub,blog,Bible search and study tools — parallel translations and commentary,https://biblehub.com/,,ready,2026-09-25,,
Risen Motherhood,podcast,Emily Jensen and Laura Wifler — gospel hope for motherhood,https://www.risenmotherhood.com/,,ready,2026-09-25,,
Girls Gone Bible,podcast,Young women's Bible-centered podcast — growing fast,https://girlsgonebible.com/,,ready,2026-09-25,,
BEMA Discipleship,podcast,Marty Solomon — understanding the Bible through historical context,https://www.bemadiscipleship.com/,,ready,2026-09-25,,
Explore the Bible Podcast,podcast,Lifeway — weekly Bible study companion content,https://www.lifeway.com/en/shop/explore-the-bible,,ready,2026-09-25,,
WiRE - Devotional for Men,newsletter,"Free email devotional for men — 100K subscribers, twice weekly, Scripture-rooted",https://www.wireformen.com/,,ready,2026-09-25,,
Heartlight Daily Devotionals,newsletter,Over 250K Christians start their day with Heartlight — daily email devotionals,https://www.heartlight.org/,,ready,2026-09-25,,
The Christian Newsletter,newsletter,"Free daily devotional email — Scripture, Bible explanation, and prayer",https://christian-newsletter.com/,,ready,2026-09-25,,
Fellowship of Ailbe,newsletter,Daily Scripture studies and Celtic Christian devotionals by email,https://www.ailbe.org/,,ready,2026-09-25,,
Christianity.com Newsletters,newsletter,Salem Web Network — Bible study and spiritual growth newsletters,https://www.christianity.com/newsletters/,,ready,2026-09-25,,
Christian Headlines,newsletter,Salem Web Network — Christian news and culture newsletter,https://www.christianheadlines.com/,,ready,2026-09-25,,
GodTube,newsletter,Christian video platform — faith-based video content,https://www.godtube.com/,,ready,2026-09-25,,
Challies Reading Classics Together,blog,Tim Challies book club — massive engaged reading community,https://www.challies.com/reading-classics-together/,,ready,2026-09-25,,
The Blazing Center (Sam Storms),blog,"Pastor Sam Storms — theology, worship, spiritual gifts",https://samstorms.com/,,ready,2026-09-25,,
Kevin DeYoung Blog,blog,Reformed pastor and author — Gospel Coalition contributor,https://www.thegospelcoalition.org/blogs/kevin-deyoung/,,ready,2026-09-25,,
Trevin Wax Blog,blog,"Lifeway author — gospel, mission, and culture",https://www.trevinwax.com/,,ready,2026-09-25,,
Justin Taylor Blog,blog,"TGC editor — theology, history, culture",https://www.thegospelcoalition.org/blogs/justin-taylor/,,ready,2026-09-25,,
Michael Hyatt,blog,Christian leadership and productivity blogger — massive audience,https://michaelhyatt.com/,,ready,2026-09-25,,
Jon Bloom / Desiring God,blog,Staff writer at Desiring God — devotional articles,https://www.desiringgod.org/authors/jon-bloom,,ready,2026-09-25,,
Matt Walsh Blog,blog,Daily Wire — conservative Christian cultural commentary,https://www.dailywire.com/author/matt-walsh,,ready,2026-09-25,,
Allie Beth Stuckey,blog,Relatable podcast host — conservative Christian commentary,https://www.alliebethstuckey.com/,,ready,2026-09-25,,
Eric Metaxas,blog,Author of Bonhoeffer — Christian cultural commentary and radio,https://ericmetaxas.com/,,ready,2026-09-25,,
Louie Giglio / Passion City Church,blog,Passion movement — young adult worship and Scripture,https://passioncitychurch.com/,,ready,2026-09-25,,
David Platt / Radical,blog,Radical ministry — urgent Bible engagement and missions,https://radical.net/articles/,,ready,2026-09-25,,
Andrew Peterson / The Rabbit Room,blog,"Author and musician — faith, art, and imagination community",https://rabbitroom.com/,,ready,2026-09-25,,
Ann Voskamp,blog,Bestselling author of One Thousand Gifts — devotional writing,https://annvoskamp.com/,,ready,2026-09-25,,
Lysa TerKeurst Blog,blog,Proverbs 31 president — devotional and life content,https://lysaterkeurst.com/,,ready,2026-09-25,,
Jennie Allen / IF:Gathering,blog,Women's ministry leader — discipleship and faith,https://ifgathering.com/,,ready,2026-09-25,,
Ascension Presents (Fr. Mike Schmitz),youtube,"Catholic priest — Bible in a Year podcast host, massive reach",https://www.youtube.com/@AscensionPresents,,ready,2026-09-25,,
Jackie Hill Perry,youtube,"Author, speaker, poet — theology and cultural engagement",https://www.youtube.com/@JackieHillPerry,,ready,2026-09-25,,
Transformed by the Word,youtube,Bible study and devotional video content,https://www.youtube.com/@TransformedbytheWord,,ready,2026-09-25,,
David Guzik / Enduring Word,youtube,Verse-by-verse Bible commentary — massive written and video library,https://www.youtube.com/@EnduringWord,,ready,2026-09-25,,
Real Truth Real Quick,youtube,Quick-hit apologetics and Bible teaching videos,https://www.youtube.com/@RealTruthRealQuick,,ready,2026-09-25,,
The Liturgists Podcast,podcast,"Faith, science, and art — progressive Christian conversations",https://theliturgists.com/podcast,,ready,2026-09-25,,
Equipped with Chris Brooks,podcast,Moody Radio — equipping Christians for everyday faith,https://www.moodyradio.org/programs/equipped/,,ready,2026-09-25,,
The Eric Metaxas Show,podcast,Daily radio show — Christian cultural commentary,https://metaxastalk.com/,,ready,2026-09-25,,
Allie Beth Stuckey Relatable,podcast,Conservative Christian commentary — culture and faith,https://www.alliebethstuckey.com/relatable,,ready,2026-09-25,,
The Dad Tired Podcast,podcast,Jerrad Lopes — equipping men to lead their family well,https://www.dadtired.com/podcast,,ready,2026-09-25,,
With the Perrys,podcast,Jackie Hill Perry and Preston — theology in everyday life,https://www.jackiehillperry.com/podcast,,ready,2026-09-25,,
Bible Talk,podcast,Alex Kontorovich — conversational Bible teaching,https://www.bibletalk.tv/,,ready,2026-09-25,,
Truth for Life with Alistair Begg,podcast,Alistair Begg — verse-by-verse Bible teaching,https://www.truthforlife.org/,,ready,2026-09-25,,
Revive Our Hearts with Nancy DeMoss Wolgemuth,podcast,Women's ministry — biblical womanhood and revival,https://www.reviveourhearts.com/,,ready,2026-09-25,,
John Crist,influencer,"Christian comedian — massive social following, faith humor",https://www.instagram.com/johnbcrist/,,ready,2026-09-25,,
Elevation Worship,influencer,"Worship band — millions of followers, faith music content",https://www.instagram.com/elevationworship/,,ready,2026-09-25,,
Bethel Music,influencer,Worship collective — massive streaming and social presence,https://www.instagram.com/bethelmusic/,,ready,2026-09-25,,
Hillsong Worship,influencer,Global worship brand — enormous Christian audience,https://www.instagram.com/hillsongworship/,,ready,2026-09-25,,
Priscilla Shirer,influencer,"Bible teacher, author, speaker — War Room actress",https://www.instagram.com/praborez/,,ready,2026-09-25,,
Christine Caine,influencer,"Author, speaker — A21 anti-trafficking, Propel Women",https://www.instagram.com/christinecaine/,,ready,2026-09-25,,
Bob Goff,influencer,Author of Love Does — whimsical faith and love content,https://www.instagram.com/bobgoff/,,ready,2026-09-25,,
Judah Smith,influencer,Pastor of Churchome — Jesus Is culture,https://www.instagram.com/judahsmith/,,ready,2026-09-25,,
Chad Veach,influencer,Pastor of Zoe Church LA — young adult faith content,https://www.instagram.com/chadveach/,,ready,2026-09-25,,
Rich Wilkerson Jr,influencer,"Pastor of VOUS Church — married Kimye, young adult ministry",https://www.instagram.com/richwilkersonjr/,,ready,2026-09-25,,
Carl Lentz,influencer,Former Hillsong NYC pastor — still significant Christian audience,https://www.instagram.com/carllentz/,,ready,2026-09-25,,
Cru (formerly Campus Crusade),ministry,Campus ministry — reaching college students with the gospel,https://www.cru.org/,,ready,2026-09-25,,
InterVarsity Christian Fellowship,ministry,Campus ministry — Scripture engagement and discipleship,https://www.intervarsity.org/,,ready,2026-09-25,,
Young Life,ministry,Youth ministry — reaching adolescents with Christ's message,https://www.younglife.org/,,ready,2026-09-25,,
Fellowship of Christian Athletes,ministry,Sports ministry — athletes and coaches engaging with faith,https://www.fca.org/,,ready,2026-09-25,,
Gideons International,ministry,Bible distribution ministry — placing Scripture everywhere,https://www.gideons.org/,,ready,2026-09-25,,
American Bible Society,ministry,Bible engagement research and distribution,https://www.americanbible.org/,,ready,2026-09-25,,
Bible League International,ministry,Providing Bibles and Bible-based literacy worldwide,https://www.bibleleague.org/,,ready,2026-09-25,,
Wycliffe Bible Translators,ministry,Bible translation ministry — Scripture access for all,https://www.wycliffe.org/,,ready,2026-09-25,,
Biola University Chapel,ministry,Christian university — chapel content and spiritual life,https://www.biola.edu/,,ready,2026-09-25,,
Dallas Theological Seminary Blog,blog,DTS — theological education and devotional resources,https://voice.dts.edu/,,ready,2026-09-25,,
Gordon-Conwell Theological Seminary,blog,Evangelical seminary — theology and ministry blog,https://www.gordonconwell.edu/blog/,,ready,2026-09-25,,
Wheaton College Blog,blog,Premier evangelical college — faith and learning content,https://www.wheaton.edu/,,ready,2026-09-25,,
Liberty University,blog,Large Christian university — faith and culture content,https://www.liberty.edu/,,ready,2026-09-25,,
Acts 29 Network,ministry,Church planting network — Reformed evangelical churches,https://www.acts29.com/,,ready,2026-09-25,,
Redeemer City to City,ministry,Tim Keller's church planting ministry — urban gospel movement,https://redeemercitytocity.com/,,ready,2026-09-25,,
The Austin Stone Community Church Blog,blog,"Acts 29 church — worship, mission, and community content",https://austinstone.org/,,ready,2026-09-25,,
Village Church Resources,blog,Matt Chandler's church — sermon and discipleship resources,https://www.tvcresources.net/,,ready,2026-09-25,,
Salem Media Group,radio,Largest Christian radio broadcaster — multiple networks,https://salemmediagroup.com/,,ready,2026-09-25,,
WAY-FM,radio,Positive Christian radio network — encouraging music and faith,https://www.wayfm.com/,,ready,2026-09-25,,
The 700 Club / CBN,radio,Pat Robertson's legacy network — Christian news and content,https://www2.cbn.com/,,ready,2026-09-25,,
TBN (Trinity Broadcasting Network),radio,Largest religious TV network — Christian programming,https://www.tbn.org/,,ready,2026-09-25,,
DaySpring,blog,"Hallmark's Christian brand — devotionals, cards, gifts",https://www.dayspring.com/,,ready,2026-09-25,,
LifeWay Christian Resources,blog,"SBC resource arm — Bible studies, books, church resources",https://www.lifeway.com/,,ready,2026-09-25,,
Product Hunt,blog,Tech product launch platform — app discovery community,https://www.producthunt.com/,,ready,2026-09-25,,
AppAdvice,blog,iOS app review site — covers productivity and lifestyle apps,https://appadvice.com/,,ready,2026-09-25,,
9to5Mac,blog,Apple news and app reviews — massive iOS user audience,https://9to5mac.com/,,ready,2026-09-25,,
Bible Memory App Blog,blog,Scripture memorization community — Bible engagement focus,https://www.biblememory.com/,,ready,2026-09-25,,
She Reads Truth,blog,Women's daily Bible reading community — massive following,https://shereadstruth.com/,,ready,2026-09-25,,
He Reads Truth,blog,Men's daily Bible reading community — companion to She Reads Truth,https://hereadstruth.com/,,ready,2026-09-25,,
First 5 / Proverbs 31,app,Morning devotional app — first 5 minutes with God each day,https://first5.org/,,ready,2026-09-25,,
Echo Prayer App,app,Prayer management app — faith-tech community,https://echoprayer.com/,,ready,2026-09-25,,
Dwell Differently,blog,Scripture memorization through art and design,https://dwelldifferently.com/,,ready,2026-09-25,,
Good Morning Girls,blog,Women's online Bible study — global community,https://goodmorninggirls.org/,,ready,2026-09-25,,
Love God Greatly,blog,Women's Bible study community — reading plans and resources,https://lovegodgreatly.com/,,ready,2026-09-25,,
Precept Ministries / Kay Arthur,blog,Inductive Bible study ministry — deep Scripture engagement,https://www.precept.org/,,ready,2026-09-25,,
BSF International,ministry,Bible Study Fellowship — global in-depth Bible study community,https://www.bsfinternational.org/,,ready,2026-09-25,,
Community Bible Study,ministry,Interdenominational Bible study — groups worldwide,https://www.communitybiblestudy.org/,,ready,2026-09-25,,
Bible Study Tools,blog,Salem Web Network — free online Bible study resources,https://www.biblestudytools.com/,,ready,2026-09-25,,
Olive Tree Bible Software,app,Bible study app — cross-platform Scripture tools,https://www.olivetree.com/,,ready,2026-09-25,,
Faithlife / Logos,blog,Bible software company — theological resources and community,https://faithlife.com/,,ready,2026-09-25,,
Bible App for Kids (YouVersion),app,Children's Bible app — family faith engagement,https://bibleappforkids.com/,,ready,2026-09-25,,
Boundless (Focus on the Family),blog,"Young adult ministry — faith, relationships, life decisions",https://www.boundless.org/,,ready,2026-09-25,,
Unlocking the Bible / Colin Smith,blog,Pastor's Bible teaching ministry — daily devotional content,https://unlockingthebible.org/,,ready,2026-09-25,,
Tony Evans Blog,blog,The Urban Alternative — biblical teaching for men and families,https://tonyevans.org/,,ready,2026-09-25,,
Kingdom Man / Tony Evans,blog,Men's ministry resources from Tony Evans,https://go.tonyevans.org/kingdom-man,,ready,2026-09-25,,
Risen Magazine,blog,Faith and entertainment magazine — movie and culture reviews,https://risenmagazine.com/,,ready,2026-09-25,,
Pure Flix / Great American Pure Flix,blog,Christian streaming platform — faith entertainment audience,https://www.pureflix.com/,,ready,2026-09-25,,
RightNow Media Blog,blog,Christian video platform — Bible study and teaching resources,https://www.rightnowmedia.org/blog,,ready,2026-09-25,,
Seedbed,blog,Wesleyan publishing — discipleship and spiritual formation,https://www.seedbed.com/,,ready,2026-09-25,,
The High Calling / Theology of Work,blog,Faith and work — integrating Scripture into professional life,https://www.theologyofwork.org/,,ready,2026-09-25,,
Center for Bible Engagement,blog,Research on Bible reading habits — Scripture engagement data,https://www.centerforbibleengagement.org/,,ready,2026-09-25,,
Institute for Bible Reading,blog,Helping people read the Bible well — Immerse Bible project,https://instituteforbiblereading.org/,,ready,2026-09-25,,
Read Scripture App,app,Bible Project's reading app — visual Bible engagement,https://www.readscripture.org/,,ready,2026-09-25,,
Nicky Gumbel / Alpha Course,ministry,"Alpha evangelism course — global reach, millions of participants",https://alpha.org/,,ready,2026-09-25,,
Saddleback Church Blog,blog,Rick Warren's church — Purpose Driven resources,https://saddleback.com/,,ready,2026-09-25,,
North Point Community Church,blog,Andy Stanley's church — strategic ministry content,https://northpoint.org/,,ready,2026-09-25,,
Watermark Community Church,blog,Dallas megachurch — discipleship and community resources,https://www.watermark.org/,,ready,2026-09-25,,
Christ Fellowship Church,blog,South Florida megachurch — multi-campus ministry content,https://christfellowship.church/,,ready,2026-09-25,,
Transformation Church / Michael Todd,blog,"Tulsa megachurch — Represent movement, young adult ministry",https://transformchurch.us/,,ready,2026-09-25,,
Bethel Church Redding,blog,Bethel Music home church — supernatural Christianity content,https://www.bethel.com/,,ready,2026-09-25,,
Gateway Church Blog,blog,"Robert Morris — Blessed Life teaching, Dallas megachurch",https://gatewaypeople.com/,,ready,2026-09-25,,
Church of the Highlands,blog,Largest church in Alabama — growth and discipleship content,https://www.churchofthehighlands.com/,,ready,2026-09-25,,
Bayside Church,blog,Northern California megachurch — community and missions,https://www.baysideonline.com/,,ready,2026-09-25,,
Prestonwood Baptist Church,blog,"Jack Graham — SBC megachurch, conservative evangelical voice",https://www.prestonwood.org/,,ready,2026-09-25,,
McLean Bible Church,blog,David Platt's church — gospel-centered teaching in DC area,https://mcleanbible.org/,,ready,2026-09-25,,
Reality LA,blog,Tim Chaddick — urban church planting and gospel culture,https://realityla.com/,,ready,2026-09-25,,
The Meeting House,blog,Canadian Anabaptist megachurch — peace-oriented faith,https://www.themeetinghouse.com/,,ready,2026-09-25,,
Mars Hill Bible Church (Rob Bell legacy),blog,Grand Rapids church — contemplative Christian tradition,https://marshill.org/,,ready,2026-09-25,,
Woodland Hills Church / Greg Boyd,blog,Open theism perspective — unique theological voice,https://whchurch.org/,,ready,2026-09-25,,
Church Fuel,blog,Resources and coaching for church leaders — growth strategies,https://churchfuel.com/,,ready,2026-09-25,,
Carey Nieuwhof Blog,blog,Church leadership — one of the most-read leadership blogs,https://careynieuwhof.com/,,ready,2026-09-25,,
Ron Edmondson Blog,blog,Pastor and church leadership — practical ministry insights,https://ronedmondson.com/,,ready,2026-09-25,,
Thom Rainer Blog,blog,Former Lifeway president — church health and growth,https://thomrainer.com/,,ready,2026-09-25,,
Ed Stetzer Blog,blog,"Wheaton College dean — research, mission, culture",https://edstetzer.com/,,ready,2026-09-25,,
Brian Houston Blog,blog,Hillsong founder — global church leadership perspective,https://brianchouston.com/,,ready,2026-09-25,,
Christine Caine Equip & Empower,blog,A21 and Propel Women — justice and women's empowerment,https://www.christinecaine.com/,,ready,2026-09-25,,
Gretchen Saffles / Well-Watered Women,blog,Women's Bible study community — devotional and Scripture-rich,https://www.wellwateredwomen.com/,,ready,2026-09-25,,
ValerieFiddmont.com,blog,Christian lifestyle blogger — faith and family,https://valeriefiddmont.com/,,ready,2026-09-25,,
COMPEL Training / Proverbs 31,blog,Christian writers' community — reaching people who create faith content,https://compeltraining.com/,,ready,2026-09-25,,
Bible Recap / Tara-Leigh Cobble,blog,He's Where the Joy Is author — Bible reading resources,https://www.thebiblerecap.com/resources,,ready,2026-09-25,,
Melissa Helser / 18 Inch Journey,influencer,Worship artist and speaker — contemplative faith content,https://www.instagram.com/melissahelser/,,ready,2026-09-25,,
Kari Jobe,influencer,Worship artist — massive Christian music following,https://www.instagram.com/karijobe/,,ready,2026-09-25,,
Lauren Daigle,influencer,Christian music crossover star — enormous audience,https://www.instagram.com/laurendaigle/,,ready,2026-09-25,,
for KING & COUNTRY,influencer,Christian pop duo — large crossover audience,https://www.instagram.com/faboringandcountry/,,ready,2026-09-25,,
TobyMac,influencer,"Christian music veteran — dc Talk legacy, family audience",https://www.instagram.com/tobymac/,,ready,2026-09-25,,
Crowder (David Crowder),influencer,"Worship artist — unique sound, devoted following",https://www.instagram.com/crowaborband/,,ready,2026-09-25,,
Phil Wickham,influencer,"Worship artist — Great Things, Battle Belongs",https://www.instagram.com/philwickham/,,ready,2026-09-25,,
Brandon Lake,influencer,Bethel worship artist — fast-growing Christian artist,https://www.instagram.com/brandonlake/,,ready,2026-09-25,,
Maverick City Music,influencer,"Worship collective — diverse, fast-growing Christian music",https://www.instagram.com/maverickcitymusic/,,ready,2026-09-25,,
Pat Barrett,influencer,"Worship artist — Build My Life, Good Good Father co-writer",https://www.instagram.com/patbarrettmusic/,,ready,2026-09-25,,
Matt Redman,influencer,10000 Reasons worship artist — global worship community,https://www.instagram.com/mattredmanmusic/,,ready,2026-09-25,,
Chris Tomlin,influencer,Most-sung worship artist alive — enormous evangelical reach,https://www.instagram.com/christomlin/,,ready,2026-09-25,,
Casting Crowns,influencer,Christian rock band — decades of ministry through music,https://www.instagram.com/castingcrowns/,,ready,2026-09-25,,
MercyMe,influencer,I Can Only Imagine band — devoted Christian audience,https://www.instagram.com/mercyme/,,ready,2026-09-25,,
Switchfoot,influencer,Christian rock crossover — faith-adjacent audience,https://www.instagram.com/switchfoot/,,ready,2026-09-25,,
needtobreathe,influencer,Christian rock band — broad faith and mainstream audience,https://www.instagram.com/needtobreathe/,,ready,2026-09-25,,
Zach Williams,influencer,"Christian artist — Chain Breaker, redemption story",https://www.instagram.com/zaaborwilliamsmusic/,,ready,2026-09-25,,
